# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = code_5_model
# start_datetime = 2023-03-23 10:50:56 UTC
# method = sample (Default)
#   sample
#     num_samples = 6000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 4838282
# output
#   file = /root/data_analytics/samples/code_5-20230323105056_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta
-2.51404,0.809201,0.66205,1,3,0,4.5692,0.156494
-2.30575,1,0.66205,1,1,0,2.51257,0.191444
-1.58764,0.956638,0.66205,2,5,0,2.56196,0.432928
-1.58995,0.999841,0.66205,1,1,0,1.62098,0.431518
-1.27713,0.993059,0.66205,3,7,0,1.6465,0.805868
-1.28531,0.988658,0.66205,1,3,0,1.4143,1.25688
-1.33563,0.989541,0.66205,1,1,0,1.33579,1.41715
-1.32021,0.949424,0.66205,1,3,0,1.68335,0.701177
-1.32014,0.977446,0.66205,1,3,0,1.62047,1.3734
-2.14287,0.857638,0.66205,3,7,0,2.41431,0.225686
-2.23613,0.998929,0.66205,2,3,0,2.26065,0.205218
-3.195,0.968651,0.66205,1,3,0,3.54365,0.0844544
-1.40192,1,0.66205,3,7,0,3.10866,0.584446
-1.36198,1,0.66205,2,3,0,1.40053,0.634215
-1.7695,0.970886,0.66205,2,3,0,1.77878,0.341658
-1.62605,1,0.66205,1,1,0,1.76138,0.410526
-1.68675,0.996173,0.66205,1,1,0,1.70033,0.37889
-2.02469,0.984016,0.66205,3,7,0,2.12434,0.255598
-3.22278,0.945435,0.66205,1,3,0,3.9138,0.0824309
-2.99626,0.995273,0.66205,2,3,0,3.89671,0.100622
-2.72614,0.999041,0.66205,2,3,0,3.1947,0.128413
-2.4703,1,0.66205,1,1,0,2.72146,0.163149
-2.42495,1,0.66205,2,3,0,2.5179,0.170409
-1.32661,1,0.66205,1,3,0,3.52393,0.689503
-1.25954,0.946363,0.66205,3,7,0,2.12159,1.12865
-1.38558,0.900219,0.66205,2,3,0,2.69107,0.603573
-2.01946,0.955857,0.66205,2,3,0,2.0202,0.257039
-1.88847,1,0.66205,1,1,0,2.02187,0.297106
-1.84832,1,0.66205,1,1,0,1.91752,0.311139
-1.60749,0.998948,0.66205,2,3,0,1.91773,0.421095
-1.54413,0.997453,0.66205,2,3,0,1.71811,0.461046
-1.46041,1,0.66205,1,1,0,1.53899,0.526144
-1.29535,0.965094,0.66205,1,3,0,1.93306,1.29409
-1.58155,0.85473,0.66205,1,3,0,2.38834,0.436676
-1.5648,1,0.66205,1,1,0,1.60408,0.447286
-1.25653,0.979006,0.66205,1,3,0,2.00129,1.10569
-1.27759,0.989129,0.66205,1,3,0,1.34181,0.804346
-1.34785,0.987491,0.66205,3,7,0,1.44527,1.4495
-1.30047,0.988504,0.66205,2,3,0,1.44884,1.31169
-1.30047,0.824496,0.66205,1,3,0,2.57486,1.31169
-1.26503,0.997789,0.66205,2,3,0,1.32213,1.16317
-1.42708,0.960617,0.66205,3,7,0,1.61351,0.557658
-1.42912,0.99994,0.66205,2,3,0,1.44777,0.555616
-1.38785,0.998645,0.66205,3,7,0,1.42923,0.600817
-1.31871,0.913726,0.66205,2,3,0,2.29174,1.36918
-1.44581,0.889738,0.66205,3,7,0,2.04713,1.66868
-2.48937,0.705723,0.66205,1,1,0,2.49179,3.13372
-1.90435,1,0.66205,1,1,0,2.40294,2.3982
-1.69,1,0.66205,1,1,0,1.9208,2.0884
-1.25343,1,0.66205,3,7,0,1.64842,0.927722
-1.98836,0.905086,0.66205,1,3,0,3.0008,0.265843
-1.89176,1,0.66205,1,1,0,1.9997,0.295993
-1.3012,0.956309,0.66205,1,3,0,2.28127,0.740414
-1.30252,0.999845,0.66205,1,1,0,1.30873,0.737433
-1.65361,0.948229,0.66205,1,3,0,1.83509,0.395643
-1.86247,0.988614,0.66205,3,7,0,2.19071,2.34023
-1.76673,1,0.66205,1,1,0,1.95978,2.20338
-1.58705,1,0.66205,2,3,0,1.76837,1.9241
-1.37887,0.996093,0.66205,3,7,0,1.6537,0.611886
-1.76246,0.97953,0.66205,3,7,0,1.77668,0.344599
-1.90595,0.992628,0.66205,1,1,0,1.90922,0.291275
-1.99317,0.996126,0.66205,1,1,0,2.01178,0.264457
-2.04496,0.999292,0.66205,2,3,0,2.07785,0.250108
-2.17824,0.994993,0.66205,1,1,0,2.19014,0.217629
-1.97163,1,0.66205,1,1,0,2.17092,0.270751
-1.30336,0.82764,0.66205,1,3,0,3.46013,1.3213
-1.50199,0.943391,0.66205,2,3,0,1.78367,1.77589
-1.50199,0.0273861,0.66205,1,1,0,4.60166,1.77589
-2.05746,0.869722,0.66205,3,7,0,2.28063,0.246804
-3.73599,0.909645,0.66205,2,5,0,3.76612,0.0530937
-2.55046,1,0.66205,3,7,0,3.36554,3.20511
-1.32205,1,0.66205,2,3,0,2.38253,0.697763
-1.35481,0.998571,0.66205,2,7,0,1.35503,1.46722
-1.37125,0.917032,0.66205,1,3,0,1.90573,0.621694
-1.35143,0.992036,0.66205,3,7,0,1.53231,0.649334
-2.13289,0.949559,0.66205,2,3,0,2.13336,2.69931
-1.29906,1,0.66205,2,3,0,1.99224,0.74536
-4.70681,0.695024,0.66205,2,5,0,5.95074,0.0237128
-3.45842,0.999082,0.66205,1,3,0,5.21818,0.0672393
-3.27178,1,0.66205,1,1,0,3.47439,0.0789899
-3.33004,0.999284,0.66205,1,1,0,3.38852,0.0750999
-2.89701,0.996398,0.66205,2,3,0,3.90849,0.109959
-1.28117,0.334153,0.66205,2,3,0,6.68177,1.24023
-1.25215,1,0.66205,2,3,0,1.28145,1.05975
-1.3027,0.983913,0.66205,1,3,0,1.37927,0.737027
-1.28582,0.985769,0.66205,1,3,0,1.48701,1.25888
-1.58074,0.870045,0.66205,2,3,0,2.54694,1.91355
-1.81174,0.926777,0.66205,1,1,0,1.86543,2.26851
-1.61861,1,0.66205,1,1,0,1.81636,1.97593
-1.25945,0.435947,0.66205,3,7,0,4.38079,0.882012
-1.46348,0.965578,0.66205,1,3,0,1.59775,0.52343
-1.31928,0.952958,0.66205,1,3,0,2.01908,1.37086
-1.26977,0.959438,0.66205,3,7,0,1.61231,0.832532
-1.33733,0.994162,0.66205,2,3,0,1.34734,0.671244
-1.39713,0.997965,0.66205,2,3,0,1.39713,0.589903
-1.92822,0.964255,0.66205,2,3,0,1.93388,0.28408
-1.31913,0.988884,0.66205,1,3,0,2.30193,0.703218
-1.25303,0.993168,0.66205,1,3,0,1.40861,1.07131
-1.43477,0.9442,0.66205,1,3,0,1.70341,0.550024
-1.74594,0.946249,0.66205,3,7,0,2.73493,2.17275
-2.22909,0.82839,0.66205,1,1,0,2.32895,2.82001
-1.76831,1,0.66205,1,1,0,2.1574,2.20568
-1.76831,0.172059,0.66205,1,1,0,3.53077,2.20568
-2.15082,0.954108,0.66205,2,3,0,2.26306,2.72204
-1.55029,1,0.66205,1,1,0,1.97036,1.86174
-1.40533,1,0.66205,2,3,0,1.52373,1.58459
-3.726,0.426634,0.66205,1,1,0,3.73073,4.48055
-1.37493,1,0.66205,1,1,0,2.9028,1.51606
-1.63491,0.932804,0.66205,1,1,0,1.63657,2.00215
-4.51292,0.520491,0.66205,3,7,0,4.93533,0.0278052
-1.33841,0.602373,0.66205,3,7,0,4.19169,1.42465
-1.2501,1,0.66205,2,3,0,1.32821,1.01261
-1.92067,0.947905,0.66205,2,3,0,2.20565,2.42051
-2.08438,0.797499,0.66205,3,7,0,2.73596,0.239878
-1.792,0.991244,0.66205,2,3,0,2.50189,0.332506
-1.76474,0.402258,0.66205,2,3,0,3.9934,2.20046
-1.48076,1,0.66205,1,1,0,1.69878,1.73646
-1.37196,1,0.66205,1,1,0,1.46175,1.50906
-1.44213,0.994187,0.66205,2,3,0,1.455,1.66131
-1.43908,1,0.66205,1,1,0,1.48334,1.65516
-1.83618,0.887801,0.66205,1,1,0,1.84323,2.30328
-1.40019,1,0.66205,1,1,0,1.71197,1.57338
-1.73515,0.909885,0.66205,1,1,0,1.73792,2.15669
-1.68019,1,0.66205,1,1,0,1.82286,2.07329
-1.4158,1,0.66205,1,1,0,1.6128,1.60703
-1.61827,0.960444,0.66205,3,7,0,1.72145,0.414901
-2.38762,0.963479,0.66205,2,3,0,2.39504,0.17668
-1.71545,0.954565,0.66205,3,7,0,3.66158,0.365286
-1.26181,0.982032,0.66205,1,3,0,2.07091,0.868777
-1.30182,0.996346,0.66205,2,3,0,1.30909,0.739012
-1.32168,0.997717,0.66205,1,1,0,1.32322,0.698441
-2.02571,0.955313,0.66205,2,3,0,2.02831,2.56095
-1.39455,1,0.66205,1,1,0,1.8399,1.5609
-1.26032,0.982046,0.66205,2,3,0,1.54355,0.876969
-1.79965,0.89225,0.66205,1,3,0,2.37421,0.329481
-1.25242,1,0.66205,1,3,0,2.36875,0.939089
-1.37991,0.975271,0.66205,1,3,0,1.47203,0.610572
-1.39744,0.998324,0.66205,1,1,0,1.40643,0.589536
-1.32768,0.972408,0.66205,1,3,0,1.85837,1.39515
-1.7937,0.743602,0.66205,1,3,0,3.26151,0.331831
-1.28712,0.99222,0.66205,3,7,0,2.27405,0.77569
-1.31849,0.983347,0.66205,1,3,0,1.51742,1.36853
-1.29809,0.663615,0.66205,2,3,0,3.53848,1.30361
-1.27105,1,0.66205,1,1,0,1.29287,1.19492
-1.81929,0.819774,0.66205,1,3,0,2.99668,0.321893
-1.87819,0.991811,0.66205,3,7,0,1.87998,2.36211
-1.29977,1,0.66205,2,3,0,1.76723,0.743704
-1.33061,0.978803,0.66205,1,3,0,1.58224,1.40336
-1.30299,1,0.66205,3,7,0,1.3291,1.3201
-1.57334,0.874533,0.66205,3,7,0,2.29351,1.90111
-1.25105,1,0.66205,3,7,0,1.54112,0.959561
-1.65308,0.965145,0.66205,3,7,0,1.66197,2.03099
-1.25189,1,0.66205,2,3,0,1.61831,0.94597
-2.09611,0.932807,0.66205,3,7,0,2.14982,0.236941
-2.19699,0.996365,0.66205,1,1,0,2.21802,0.213507
-1.27512,0.799866,0.66205,1,3,0,4.01039,1.21409
-1.6666,0.899488,0.66205,2,3,0,2.40543,2.05218
-1.25048,1,0.66205,2,3,0,1.69195,1.028
-1.4347,0.982505,0.66205,2,3,0,1.45552,1.64627
-2.91991,0.596492,0.66205,1,1,0,2.92206,3.62332
-2.14487,1,0.66205,1,1,0,2.82877,2.71451
-1.70648,1,0.66205,1,1,0,2.06551,2.11355
-1.25022,1,0.66205,2,3,0,1.70344,0.981497
-1.25833,0.96051,0.66205,2,3,0,1.71669,1.1199
-1.27098,0.979797,0.66205,3,7,0,1.41679,1.19456
-1.49807,0.904323,0.66205,1,3,0,2.00731,0.494749
-1.49807,0.935211,0.66205,1,3,0,2.56688,0.494749
-2.21134,0.938382,0.66205,1,3,0,2.56848,0.21042
-2.12314,0.997427,0.66205,3,7,0,2.2522,2.6869
-1.78741,1,0.66205,1,1,0,2.11488,2.2335
-2.34608,0.797618,0.66205,1,1,0,2.46131,2.9631
-2.34608,0.103051,0.66205,1,1,0,4.23932,2.9631
-2.41386,0.968094,0.66205,1,1,0,2.7961,3.04439
-1.69596,1,0.66205,1,1,0,2.20757,2.09752
-1.25847,0.977699,0.66205,2,3,0,1.873,1.12097
-1.30294,0.979987,0.66205,1,3,0,1.41376,0.736482
-1.7847,0.930839,0.66205,1,3,0,2.10871,0.335437
-1.25721,0.98262,0.66205,1,3,0,2.26967,0.896392
-1.25,0.999631,0.66205,2,3,0,1.26242,1.00015
-1.25245,0.947859,0.66205,2,3,0,2.08925,0.938687
-1.89777,0.949396,0.66205,2,3,0,2.13489,2.38916
-4.19596,0.293481,0.66205,1,1,0,4.47237,4.95771
-3.64036,0.949076,0.66205,3,7,0,3.88276,0.0575721
-3.93512,0.997529,0.66205,1,1,0,3.93818,0.0449056
-4.01183,0.999822,0.66205,2,3,0,4.06881,0.0421151
-3.95613,0.999303,0.66205,2,3,0,4.35328,0.0441226
-3.96944,0.999969,0.66205,2,3,0,4.05396,0.0436342
-1.26516,1,0.66205,2,5,0,3.72279,0.85223
-1.27528,0.998651,0.66205,1,1,0,1.27542,0.812117
-2.01722,0.86577,0.66205,1,3,0,2.83222,0.257659
-1.87074,1,0.66205,1,1,0,2.01591,0.303186
-1.29798,0.958293,0.66205,1,3,0,2.2463,0.74791
-2.06964,0.905412,0.66205,1,3,0,2.83037,0.243637
-1.37053,0.964306,0.66205,2,5,0,2.1696,1.50565
-1.34585,1,0.66205,3,7,0,1.37875,1.44431
-1.81208,0.707206,0.66205,2,3,0,3.41292,0.324647
-1.92757,0.998118,0.66205,2,3,0,1.93647,0.284288
-5.51687,0.745417,0.66205,2,5,0,5.52996,0.0122622
-5.3351,1,0.66205,1,1,0,5.54394,0.0142091
-5.15124,1,0.66205,2,3,0,5.36125,0.0164983
-5.2952,0.99964,0.66205,1,1,0,5.33323,0.0146769
-6.40891,0.99887,0.66205,3,7,0,6.8245,0.00596909
-6.47779,0.999936,0.66205,1,1,0,6.54479,0.00564728
-6.10286,1,0.66205,1,1,0,6.47759,0.00763776
-7.92453,0.997388,0.66205,1,3,0,9.21097,0.00176808
-7.97183,0.999987,0.66205,1,1,0,8.04881,0.00170232
-8.28689,0.999922,0.66205,1,1,0,8.29113,0.00132255
-8.63009,0.999978,0.66205,2,3,0,8.63193,0.0010047
-8.62935,1,0.66205,2,3,0,8.72907,0.0010053
-4.70104,0.999955,0.66205,2,5,0,9.49699,0.0238253
-5.00534,0.999648,0.66205,2,3,0,5.00936,0.0185795
-3.07307,0.769585,0.66205,1,3,0,6.65107,0.0940004
-2.81951,0.997792,0.66205,3,7,0,3.71687,0.117928
-2.84764,0.999478,0.66205,1,1,0,2.91217,0.114962
-2.41678,0.99945,0.66205,2,3,0,2.96783,0.171759
-3.25803,0.984146,0.66205,2,3,0,3.2978,0.0799398
-3.53996,0.996713,0.66205,1,1,0,3.54302,0.0627084
-3.51479,1,0.66205,1,1,0,3.61503,0.0640712
-1.61129,0.998654,0.66205,3,7,0,3.59421,1.96402
-1.76688,0.949927,0.66205,1,1,0,1.83752,2.2036
-1.35438,0.803197,0.66205,2,3,0,2.57495,0.645008
-1.80608,0.949604,0.66205,1,3,0,2.01817,0.326966
-1.64503,0.988337,0.66205,2,3,0,2.20215,0.40018
-2.06685,0.983339,0.66205,2,3,0,2.12071,0.244358
-2.33376,0.994379,0.66205,3,7,0,2.48291,0.186228
-1.76254,1,0.66205,2,3,0,2.34803,0.344568
-1.26553,0.985469,0.66205,1,3,0,2.15301,0.850522
-1.61591,0.941821,0.66205,1,3,0,1.89001,0.416243
-1.85864,0.979828,0.66205,3,7,0,2.23643,0.307441
-1.25039,0.977479,0.66205,1,3,0,2.57531,0.975107
-1.4201,0.986115,0.66205,2,3,0,1.42741,1.61609
-1.46363,0.996192,0.66205,2,3,0,1.49244,1.70372
-1.31099,0.715905,0.66205,2,3,0,2.84496,1.34572
-1.511,0.976732,0.66205,3,7,0,1.51509,0.484818
-1.61604,0.992351,0.66205,1,1,0,1.61713,0.416167
-1.25,0.991941,0.66205,3,7,0,1.98263,1.00171
-1.83188,0.903555,0.66205,1,3,0,2.68488,0.317161
-1.66791,1,0.66205,1,1,0,1.82264,0.388268
-2.11121,0.982848,0.66205,2,3,0,2.1644,0.233228
-1.2529,0.911698,0.66205,1,3,0,3.46257,1.06966
-1.73914,0.949567,0.66205,2,3,0,1.92403,2.16264
-1.73914,0.755357,0.66205,1,1,0,2.24885,2.16264
-1.25441,0.982525,0.66205,2,3,0,1.89841,1.0864
-1.6663,0.911289,0.66205,1,3,0,2.34562,0.389089
-2.34707,0.97026,0.66205,2,3,0,2.3656,0.183812
-1.47868,0.879805,0.66205,1,3,0,2.83823,0.510416
-1.26606,0.987971,0.66205,1,3,0,1.56954,0.848168
-1.95705,0.925762,0.66205,1,3,0,2.74262,0.275131
-1.5416,0.964773,0.66205,3,7,0,2.3309,0.462786
-1.61972,0.97907,0.66205,2,3,0,1.98714,0.414081
-1.67973,0.995057,0.66205,3,7,0,1.69317,0.38234
-2.96216,0.728743,0.66205,1,3,0,3.98075,0.103726
-1.77147,0.992871,0.66205,1,3,0,3.69314,0.340842
-1.81667,0.992984,0.66205,3,7,0,1.82249,2.27557
-1.51995,1,0.66205,1,1,0,1.75291,1.80841
-1.40467,1,0.66205,1,1,0,1.50437,1.58315
-1.37922,1,0.66205,1,1,0,1.42016,1.52607
-1.36352,1,0.66205,1,1,0,1.39546,1.48875
-1.51109,0.963051,0.66205,1,1,0,1.51547,1.79246
-1.41053,0.831729,0.66205,2,3,0,2.3947,0.574944
-3.01092,0.937342,0.66205,1,3,0,5.1277,0.0993188
-3.2664,0.996283,0.66205,1,1,0,3.27106,0.0793603
-2.29067,0.998531,0.66205,1,3,0,3.59295,0.194328
-2.82792,0.955576,0.66205,2,5,0,2.83766,3.52111
-3.08053,0.863176,0.66205,1,1,0,3.73328,3.79922
-1.64813,1,0.66205,2,3,0,2.54479,2.02317
-1.49911,1,0.66205,1,1,0,1.63989,1.77061
-2.24307,0.822043,0.66205,3,7,0,2.52907,0.203791
-1.38821,0.903564,0.66205,1,3,0,2.81911,0.600382
-1.32366,0.990141,0.66205,2,3,0,1.55837,0.694806
-1.2503,0.99899,0.66205,3,7,0,1.33027,0.978097
-1.84061,0.952577,0.66205,2,3,0,1.97704,2.30954
-1.70917,1,0.66205,1,1,0,1.90151,2.11764
-1.70917,0.569905,0.66205,1,1,0,2.54143,2.11764
-2.68694,0.66796,0.66205,1,1,0,2.76958,3.36213
-2.45194,1,0.66205,1,1,0,3.00406,3.0896
-1.54375,1,0.66205,1,1,0,2.146,1.85041
-1.27858,0.678965,0.66205,3,7,0,2.97529,1.22933
-1.40079,0.960318,0.66205,3,7,0,1.59975,0.585727
-1.42535,0.997757,0.66205,1,1,0,1.43409,0.55941
-1.49089,0.979743,0.66205,2,3,0,1.77466,0.500437
-2.83899,0.609317,0.66205,3,7,0,5.04811,0.115866
-1.92195,0.997158,0.66205,1,3,0,3.17734,0.286083
-1.26771,0.915085,0.66205,2,5,0,3.07807,1.17789
-1.39954,0.945529,0.66205,1,3,0,1.71232,0.587143
-1.25471,0.990814,0.66205,3,7,0,1.57333,1.08935
-1.25418,0.999974,0.66205,3,7,0,1.25535,0.920434
-1.2908,0.976391,0.66205,3,7,0,1.49351,1.27769
-2.62263,0.751748,0.66205,2,5,0,2.99805,0.141311
-2.40531,1,0.66205,1,1,0,2.6215,0.173675
-1.46425,0.929733,0.66205,3,7,0,2.63009,1.70491
-1.28192,0.983601,0.66205,2,3,0,1.585,1.24331
-1.61316,0.933967,0.66205,2,3,0,1.96074,1.96708
-2.04602,0.919403,0.66205,3,7,0,2.16579,0.249825
-1.9067,1,0.66205,1,1,0,2.04725,0.291029
-1.68908,0.998603,0.66205,2,3,0,2.0008,0.377754
-1.25652,0.972905,0.66205,1,3,0,2.31808,1.10567
-1.2502,0.954109,0.66205,2,3,0,1.75243,0.982251
-1.27328,0.988496,0.66205,2,3,0,1.36853,1.20559
-1.41468,0.975927,0.66205,2,3,0,1.50328,1.60465
-1.25121,1,0.66205,2,3,0,1.40776,1.0447
-1.25264,0.997649,0.66205,3,7,0,1.27188,1.06637
-3.18502,0.772454,0.66205,2,5,0,3.70605,0.085194
-3.05445,1,0.66205,2,3,0,3.21373,0.0955603
-3.20751,0.9978,0.66205,1,1,0,3.23184,0.0835363
-1.2714,0.919846,0.66205,2,5,0,3.501,1.19662
-1.29674,0.977067,0.66205,1,3,0,1.4434,0.750866
-1.35566,0.989669,0.66205,3,7,0,1.45422,0.643143
-1.34898,1,0.66205,1,1,0,1.36449,0.652991
-2.27614,0.869282,0.66205,1,3,0,3.14619,0.197157
-1.27542,0.980437,0.66205,3,7,0,2.41094,1.21547
-1.25028,0.951342,0.66205,3,7,0,1.6359,1.02118
-1.28161,0.991815,0.66205,1,3,0,1.31637,0.791628
-1.25726,0.790499,0.66205,3,7,0,4.30846,1.11168
-1.25235,0.990457,0.66205,2,3,0,1.34182,1.06254
-1.55188,0.968991,0.66205,2,3,0,1.6189,1.8645
-1.63723,0.993289,0.66205,3,7,0,1.67265,0.404376
-1.6506,0.999147,0.66205,1,1,0,1.68036,0.397224
-1.68697,0.997751,0.66205,1,1,0,1.70915,0.378782
-2.49184,0.965145,0.66205,2,3,0,2.50056,0.15983
-2.41609,0.997979,0.66205,2,3,0,2.74467,0.171873
-2.1777,1,0.66205,1,1,0,2.40919,0.217748
-1.25342,0.984217,0.66205,1,3,0,3.38041,0.927882
-1.25563,0.999676,0.66205,1,1,0,1.25569,0.908088
-1.33873,0.918435,0.66205,3,7,0,2.38393,0.668972
-2.04816,0.884098,0.66205,1,3,0,2.59711,0.249257
-1.73353,0.994782,0.66205,3,7,0,2.43684,0.357108
-1.86037,0.981041,0.66205,3,7,0,2.01041,0.306828
-1.89968,0.983769,0.66205,2,3,0,2.42873,0.293348
-1.9184,0.999134,0.66205,1,1,0,1.96002,0.287221
-1.49534,0.994191,0.66205,2,3,0,2.16637,0.496894
-1.34951,0.999522,0.66205,2,3,0,1.51566,0.652189
-1.36704,0.998212,0.66205,1,1,0,1.37329,0.6273
-1.4417,0.993479,0.66205,2,3,0,1.49529,0.543339
-1.39592,0.928814,0.66205,1,3,0,2.15136,1.56395
-1.33527,0.927017,0.66205,1,3,0,1.86826,0.674645
-1.25533,0.996929,0.66205,2,3,0,1.38747,0.910513
-1.27099,0.961515,0.66205,2,3,0,1.73902,1.19461
-1.44359,0.931915,0.66205,1,3,0,1.85178,0.541552
-1.50056,0.99528,0.66205,1,1,0,1.50499,0.492806
-1.2968,0.994529,0.66205,2,3,0,1.62792,0.750739
-1.30398,0.983308,0.66205,1,3,0,1.51503,1.32335
-1.44915,0.901152,0.66205,1,3,0,2.00892,0.536352
-1.39947,0.997952,0.66205,2,3,0,1.51565,0.587216
-1.25651,0.989193,0.66205,1,3,0,1.60853,1.10552
-1.64455,0.875534,0.66205,1,3,0,2.31141,0.400434
-1.82056,0.990825,0.66205,2,3,0,1.92986,0.321412
-1.26422,0.989293,0.66205,1,3,0,2.29678,0.856664
-1.64614,0.976202,0.66205,2,3,0,1.6528,2.02002
-1.64614,0.0481732,0.66205,1,1,0,4.22067,2.02002
-1.68231,0.390347,0.66205,2,3,0,3.804,0.381068
-1.29895,0.971767,0.66205,1,3,0,1.85407,0.745623
-1.41804,0.97656,0.66205,2,3,0,1.57057,0.566951
-2.56066,0.825268,0.66205,1,3,0,3.66368,0.149752
-1.3725,0.984158,0.66205,1,3,0,3.70451,0.620061
-2.0683,0.881335,0.66205,1,3,0,2.53785,0.243983
-1.97557,1,0.66205,1,1,0,2.084,0.269585
-1.86365,1,0.66205,1,1,0,1.98164,0.305668
-1.93197,0.996791,0.66205,1,1,0,1.95435,0.282893
-1.28072,0.95999,0.66205,3,7,0,3.71057,1.23839
-1.40312,0.938162,0.66205,1,3,0,1.78064,0.583106
-1.31082,0.991419,0.66205,2,3,0,1.55618,0.719614
-2.125,0.947972,0.66205,2,3,0,2.14162,2.68927
-1.61634,1,0.66205,2,3,0,1.9932,1.97224
-2.58376,0.687674,0.66205,1,1,0,2.63006,3.24374
-2.60292,0.990116,0.66205,1,1,0,3.10447,3.26586
-1.67945,1,0.66205,1,1,0,2.30176,2.07215
-2.41006,0.873393,0.66205,3,7,0,2.52131,0.172878
