# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = code_4_model
# start_datetime = 2023-03-23 10:49:53 UTC
# method = sample (Default)
#   sample
#     num_samples = 6000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 4838282
# output
#   file = /root/data_analytics/samples/code_4-20230323104952_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta
-1.58603,0.833333,0.170718,2,6,1,6.00789,1.32512
-1.7218,0.999929,0.170718,3,7,0,1.72812,1.45204
-3.18429,0.89946,0.170718,3,10,1,4.02616,2.74973
-3.03885,0.99997,0.170718,2,7,0,3.4651,2.62402
-3.05971,0.999997,0.170718,2,3,0,3.06616,2.64208
-2.29483,0.916665,0.170718,3,12,1,3.35612,1.97164
-2.29436,1,0.170718,1,1,0,2.29816,1.97122
-1.22278,0.999975,0.170718,3,11,0,2.4794,0.972685
-1.01898,0.857143,0.170718,2,7,1,1.37859,0.760403
-0.847665,0.857174,0.170718,2,7,0,1.15354,0.563368
-0.705298,0.726147,0.170718,2,7,0,1.00407,0.359792
-0.659731,0.9998,0.170718,2,7,0,0.743723,0.252578
-0.659731,0,0.170718,0,1,1,3.8452,0.252578
-1.0883,0.986436,0.170718,3,15,0,1.68944,0.834444
-0.944684,0.833272,0.170718,2,6,1,1.55748,0.678037
-1.14242,0.79936,0.170718,2,5,1,2.04446,0.890816
-0.942031,0.874741,0.170718,3,8,1,1.38481,0.0263473
-0.942031,0,0.170718,0,1,1,1.26355,0.0263473
-2.31913,0.357936,0.170718,3,8,1,3.19062,1.99326
-2.29284,1,0.170718,2,3,0,2.32327,1.96986
-2.72778,0.916571,0.170718,3,12,1,3.3382,2.35339
-2.71907,1,0.170718,1,1,0,2.72839,2.34578
-1.54846,0.88888,0.170718,3,9,1,3.72412,1.28964
-0.987417,0.8,0.170718,2,5,1,3.02652,0.725851
-0.759059,0.874984,0.170718,3,8,1,1.01316,0.0671844
-0.771756,0.99858,0.170718,2,3,0,0.787091,0.0623243
-0.771756,0,0.170718,0,1,1,1.02898,0.0623243
-0.771756,0,0.170718,0,1,1,1.07473,0.0623243
-0.675923,0.97993,0.170718,2,3,0,0.851729,0.125251
-0.652864,0.999856,0.170718,3,7,0,0.683837,0.18756
-1.53408,0.965671,0.170718,3,15,0,2.12272,1.27602
-1.48636,0.999988,0.170718,1,3,0,1.55893,1.23059
-0.909929,0.999977,0.170718,3,11,0,1.56731,0.638087
-0.735837,0.999997,0.170718,3,9,0,0.917205,0.410683
-0.731656,1,0.170718,1,1,0,0.735811,0.404113
-0.850012,0.999129,0.170718,3,9,0,0.939459,0.566274
-0.707887,0.983059,0.170718,2,7,0,0.886552,0.364419
-0.759448,0.999566,0.170718,2,5,0,0.774185,0.44613
-0.971175,0.74709,0.170718,2,4,1,2.37258,0.70783
-0.821586,0.999863,0.170718,2,7,0,1.07555,0.530471
-0.817662,1,0.170718,1,1,0,0.821876,0.525417
-0.89445,0.999228,0.170718,2,7,0,1.05425,0.61993
-1.57885,0.872873,0.170718,3,8,1,2.44829,1.31835
-1.59132,0.999982,0.170718,3,7,0,1.63654,1.33011
-0.960231,0.99996,0.170718,3,11,0,1.8675,0.695584
-0.654407,0.999752,0.170718,3,11,0,1.14587,0.175484
-0.679544,0.770048,0.170718,1,3,0,1.04151,0.308297
-0.668754,0.999921,0.170718,2,5,0,0.689971,0.281426
-0.688195,0.99929,0.170718,2,7,0,0.723773,0.326992
-0.683863,0.999998,0.170718,2,3,0,0.689048,0.317863
-1.48206,0.865286,0.170718,3,8,1,2.22381,1.22647
-1.76473,0.999862,0.170718,4,15,0,1.81517,1.49178
-1.76038,1,0.170718,1,1,0,1.76622,1.48776
-1.73741,1,0.170718,2,3,0,1.76459,1.4665
-1.78563,0.999974,0.170718,2,3,0,1.78573,1.51106
-2.0819,0.916616,0.170718,3,12,1,2.14307,1.78095
-1.98947,0.999779,0.170718,4,15,0,2.85612,1.6974
-1.9833,1,0.170718,1,1,0,1.99051,1.6918
-2.37233,0.999773,0.170718,3,11,0,2.86403,2.04051
-3.06159,0.999839,0.170718,3,11,0,3.27817,2.64371
-3.10099,0.999991,0.170718,2,3,0,3.11813,2.67779
-1.82305,0.888889,0.170718,3,9,1,4.28643,1.54551
-1.41995,0.916647,0.170718,3,12,1,2.00099,1.16682
-0.961428,0.999849,0.170718,3,15,0,1.7507,0.696928
-1.4991,0.831864,0.170718,2,6,1,2.88116,1.24275
-1.50823,0.999992,0.170718,1,1,0,1.50845,1.25145
-1.12454,0.999722,0.170718,3,15,0,2.11906,0.872305
-2.08126,0.908244,0.170718,3,11,1,2.21508,1.78037
-2.13583,0.999968,0.170718,1,3,0,2.16538,1.82947
-3.11445,0.888671,0.170718,3,9,1,4.474,2.68942
-3.17424,0.999985,0.170718,1,3,0,3.20716,2.74106
-2.27639,0.909091,0.170718,3,11,1,3.63624,1.95521
-1.40501,0.874984,0.170718,3,8,1,3.44861,1.15237
-1.6533,0.999643,0.170718,2,7,0,1.84873,1.38825
-0.980051,0.999967,0.170718,3,11,0,1.77714,0.7177
-0.652852,0.749643,0.170718,2,4,1,2.29177,0.187704
-0.652494,0.999383,0.170718,3,7,0,0.688592,0.193509
-0.755231,0.99536,0.170718,2,7,0,0.843152,0.43998
-0.655185,0.918101,0.170718,3,7,0,1.07051,0.17142
-0.671982,0.999191,0.170718,3,7,0,0.694524,0.13086
-0.654996,0.998638,0.170718,1,3,0,0.697375,0.172344
-0.654996,0,0.170718,0,1,1,2.15226,0.172344
-0.65316,0.999937,0.170718,1,3,0,0.657059,0.184423
-0.692149,0.890072,0.170718,1,3,0,1.1569,0.334986
-0.652496,0.666667,0.170718,1,3,1,1.0196,0.206683
-0.782117,0.994927,0.170718,2,7,0,0.889196,0.478111
-1.23568,0.898221,0.170718,3,10,1,1.39162,0.98565
-1.59418,0.999464,0.170718,2,7,0,1.73661,1.3328
-0.986824,0.9,0.170718,3,10,1,1.61384,0.725197
-0.788287,0.666667,0.170718,1,3,1,2.13879,0.486545
-0.91977,0.799227,0.170718,2,5,1,1.43943,0.649507
-0.763433,0.833333,0.170718,2,6,1,1.06011,0.451878
-0.996338,0.799218,0.170718,2,5,1,1.32693,0.735678
-0.842013,0.999957,0.170718,3,9,0,1.10278,0.556332
-1.04119,0.999847,0.170718,4,15,0,1.09548,0.784383
-0.706591,0.799861,0.170718,2,5,1,1.84477,0.362113
-0.854987,0.998492,0.170718,2,7,0,0.898122,0.572409
-0.732076,0.799809,0.170718,2,5,1,1.40842,0.404777
-0.67557,0.855431,0.170718,2,5,0,0.945781,0.298981
-0.659183,0.999624,0.170718,2,7,0,0.717651,0.250438
-0.717419,0.997812,0.170718,2,7,0,0.78009,0.380883
-0.65237,1,0.170718,1,3,0,1.36294,0.201876
-0.770357,0.487249,0.170718,1,2,1,2.17488,0.461731
-0.754546,1,0.170718,2,3,0,0.770707,0.438974
-0.695551,0.999421,0.170718,4,15,0,0.753745,0.104252
-0.653458,0.993094,0.170718,1,3,0,0.791627,0.181836
-1.16343,0.988041,0.170718,3,9,0,1.24809,0.912414
-1.17233,0.999985,0.170718,3,7,0,1.19257,0.921516
-0.789732,0.999966,0.170718,3,11,0,1.14478,0.0562712
-0.789732,0,0.170718,0,1,1,1.76426,0.0562712
-0.653294,0.996653,0.170718,3,7,0,0.827053,0.217794
-0.868684,1,0.170718,2,3,0,0.992745,0.037324
-0.868684,0.135667,0.170718,1,1,0,1.04933,0.037324
-0.72031,1,0.170718,1,1,0,0.821459,0.0863285
-0.718167,1,0.170718,4,15,0,0.720631,0.38214
-0.897707,0.664674,0.170718,1,3,1,2.08995,0.623771
-0.731307,0.99963,0.170718,2,7,0,1.08248,0.403559
-1.14158,0.994155,0.170718,4,15,0,1.5197,0.889948
-0.829668,0.666667,0.170718,1,3,1,3.66837,0.54079
-1.01383,0.856714,0.170718,2,7,1,1.18071,0.754806
-0.868622,0.857143,0.170718,2,7,1,1.09978,0.589048
-0.661844,0.5,0.170718,1,2,1,3.10328,0.260262
-1.35969,0.989946,0.170718,3,11,0,1.49002,1.10832
-1.35043,1,0.170718,1,1,0,1.35982,1.09927
-0.887614,0.833333,0.170718,2,6,1,1.71681,0.611832
-1.51203,0.796844,0.170718,2,5,1,3.48667,1.25506
-1.79457,0.833122,0.170718,2,6,1,3.20056,1.51931
-2.13974,0.999791,0.170718,2,7,0,2.23927,1.83298
-1.86931,0.899928,0.170718,3,10,1,3.33616,1.58793
-5.58936,0.998625,0.170718,4,17,0,5.70317,4.78457
-4.8534,0.999981,0.170718,3,15,0,6.19174,4.16822
-4.576,0.999992,0.170718,2,7,0,5.03222,3.93477
-4.55805,0.999999,0.170718,3,7,0,4.60336,3.91964
-3.88023,0.999981,0.170718,3,11,0,5.0643,3.34572
-1.7155,0.9,0.170718,3,10,1,5.13401,1.44619
-3.23019,0.90825,0.170718,3,11,1,5.01759,2.78931
-2.2445,0.999995,0.170718,3,9,0,3.32532,1.92677
-2.31678,0.999967,0.170718,2,5,0,2.37597,1.99117
-2.27289,0.999998,0.170718,1,3,0,2.33217,1.95209
-2.27258,1,0.170718,1,1,0,2.27629,1.95182
-1.58627,0.999877,0.170718,3,15,0,2.92139,1.32535
-0.672942,0.888879,0.170718,3,9,1,1.81557,0.292486
-0.950026,0.5,0.170718,1,2,1,1.59042,0.0253972
-0.781043,0.472248,0.170718,2,4,1,1.79912,0.476633
-1.11866,0.887368,0.170718,3,9,1,1.3346,0.866199
-0.881001,0.857112,0.170718,2,7,1,1.38515,0.603947
-0.654907,0.8,0.170718,2,5,1,1.09343,0.229928
-0.711405,0.746855,0.170718,2,4,1,1.11,0.370594
-0.737757,0.999644,0.170718,2,5,0,0.766109,0.413667
-0.985592,0.798911,0.170718,2,5,1,1.39298,0.723836
-1.79578,0.99824,0.170718,3,11,0,2.01597,1.52042
-1.1171,0.99998,0.170718,4,15,0,1.92053,0.864582
-1.28947,0.999624,0.170718,2,5,0,1.38236,1.03928
-1.18284,0.999851,0.170718,2,7,0,1.49181,0.932242
-2.01913,0.998646,0.170718,3,11,0,2.51178,1.72426
-1.3053,0.999937,0.170718,3,9,0,2.32784,1.05494
-2.06179,0.916275,0.170718,3,12,1,2.06648,1.76281
-1.58487,0.916667,0.170718,3,12,1,2.07601,1.32404
-1.64901,0.999925,0.170718,1,3,0,1.70029,1.38424
-1.64285,1,0.170718,1,1,0,1.64989,1.37847
-1.44263,0.999997,0.170718,2,5,0,1.65911,1.18868
-1.74812,0.999551,0.170718,2,7,0,2.06517,1.47642
-1.50366,0.999947,0.170718,2,7,0,1.92886,1.24709
-1.84934,0.899837,0.170718,3,10,1,2.26393,1.56964
-1.74295,0.999999,0.170718,4,15,0,1.86284,1.47163
-1.74767,0.999997,0.170718,1,1,0,1.74903,1.476
-2.61792,0.916469,0.170718,3,12,1,2.68182,2.25716
-3.96577,0.928429,0.170718,3,14,1,4.25524,3.41845
-3.68985,0.99999,0.170718,2,7,0,4.14884,3.18347
-3.29998,0.933326,0.170718,3,15,1,4.12767,2.8494
-2.30277,0.999983,0.170718,3,15,0,3.56263,1.9787
-1.90457,0.909062,0.170718,3,11,1,2.82782,1.62016
-1.90297,1,0.170718,1,1,0,1.90721,1.6187
-2.17033,0.916627,0.170718,3,12,1,2.21114,1.86043
-1.37513,0.916665,0.170718,3,12,1,2.2211,1.12337
-1.63591,0.999596,0.170718,2,7,0,1.85901,1.37198
-1.84212,0.999868,0.170718,2,5,0,1.85815,1.56302
-2.4409,0.999641,0.170718,3,15,0,2.88362,2.10122
-1.23978,0.874986,0.170718,3,8,1,3.58853,0.989763
-1.28994,0.999901,0.170718,1,3,0,1.3229,1.03975
-2.35183,0.908422,0.170718,3,11,1,2.52633,2.02231
-2.34341,1,0.170718,1,1,0,2.35244,2.01484
-1.20836,0.909088,0.170718,3,11,1,2.56922,0.958134
-1.20427,1,0.170718,1,1,0,1.20945,0.954001
-1.34754,0.85703,0.170718,2,7,1,1.72699,1.09645
-0.923895,0.999995,0.170718,3,9,0,1.36916,0.654268
-0.928559,0.999995,0.170718,2,3,0,0.929001,0.659632
-1.21693,0.665675,0.170718,1,3,1,3.15643,0.966785
-0.663416,0.999905,0.170718,3,11,0,1.38103,0.265518
-0.731036,0.99767,0.170718,2,7,0,0.800176,0.403129
-1.47511,0.794231,0.170718,2,5,1,2.73772,1.21983
-2.16199,0.999556,0.170718,3,11,0,2.25387,1.85295
-2.10968,0.999994,0.170718,1,3,0,2.18816,1.80596
-1.27179,0.857143,0.170718,2,7,1,3.22378,1.02173
-1.29056,0.999962,0.170718,2,3,0,1.308,1.04036
-1.09692,0.999923,0.170718,2,7,0,1.41764,0.843497
-0.944536,0.857143,0.170718,2,7,1,1.18043,0.677869
-0.908108,0.999959,0.170718,1,3,0,0.967017,0.635964
-0.814526,0.942187,0.170718,4,15,0,0.893948,0.0491841
-0.6955,0.361323,0.170718,1,2,1,2.51316,0.341544
-0.660053,0.5,0.170718,1,2,1,1.4014,0.154399
-1.63152,0.960794,0.170718,3,11,0,1.83198,1.36787
-0.795805,0.999751,0.170718,3,15,0,2.27906,0.496684
-0.929388,0.999193,0.170718,2,7,0,1.01671,0.660584
-1.14291,0.875973,0.170718,2,7,0,1.33811,0.891312
-1.13866,1,0.170718,1,1,0,1.14385,0.886934
-1.58747,0.999519,0.170718,3,9,0,1.60591,1.32648
-1.28592,0.857143,0.170718,2,7,1,1.91453,1.03577
-1.56124,0.999481,0.170718,2,7,0,1.82586,1.30174
-0.952407,0.909091,0.170718,3,11,1,1.56048,0.686776
-1.22172,0.888253,0.170718,3,9,1,1.54302,0.971617
-1.93658,0.91623,0.170718,3,12,1,1.9393,1.64933
-1.89385,0.999997,0.170718,1,3,0,1.95218,1.61037
-2.36084,0.833033,0.170718,2,6,1,6.03271,2.03031
-0.910985,0.874986,0.170718,3,8,1,3.39456,0.639318
-1.02105,0.714088,0.170718,2,7,1,1.30337,0.762646
-1.07599,0.998549,0.170718,3,13,0,1.21855,0.0145337
-0.789668,1,0.170718,1,1,0,0.923651,0.0562912
-0.789668,0,0.170718,0,1,1,1.01955,0.0562912
-0.787748,1,0.170718,3,9,0,0.79862,0.485811
-0.663615,0.749381,0.170718,2,4,1,1.76629,0.266163
-0.677169,0.999572,0.170718,2,5,0,0.699621,0.302797
-0.87236,0.328559,0.170718,2,3,0,2.62589,0.593567
-1.47775,0.831948,0.170718,2,6,1,2.15961,1.22235
-0.849179,0.999965,0.170718,3,11,0,1.5981,0.565243
-0.712732,1,0.170718,2,5,0,0.985148,0.372892
-0.800648,0.998958,0.170718,2,5,0,0.853466,0.503142
-0.685014,0.963458,0.170718,2,5,0,0.9249,0.320332
-0.739158,0.999314,0.170718,2,7,0,0.764522,0.415831
-1.3373,0.662136,0.170718,2,3,0,1.86669,0.00486911
-1.3373,0.00609646,0.170718,1,1,0,1.39358,0.00486911
-1.3373,0.000899217,0.170718,4,23,0,1.35085,0.00486911
-1.3373,0.00693025,0.170718,1,1,0,1.40551,0.00486911
-1.3373,0.00164244,0.170718,4,23,0,1.33731,0.00486911
-1.3373,0.0153747,0.170718,1,1,0,1.50549,0.00486911
-1.3373,0.000293723,0.170718,4,25,0,1.44275,0.00486911
-1.3373,0.00198006,0.170718,1,1,0,1.33805,0.00486911
-0.728415,0.127872,0.170718,1,1,0,4.04535,0.398946
-0.911171,0.746899,0.170718,2,4,1,2.09157,0.639533
-0.669036,0.799845,0.170718,2,5,1,1.47572,0.282204
-0.765726,0.999121,0.170718,4,15,0,0.787007,0.45516
-1.29586,0.873337,0.170718,3,8,1,1.3854,1.04561
-1.29569,1,0.170718,1,1,0,1.29866,1.04544
-1.25588,0.999988,0.170718,1,3,0,1.31319,1.00588
-1.22107,0.999993,0.170718,1,3,0,1.26817,0.970965
-1.12878,0.999869,0.170718,2,7,0,1.37359,0.87671
-1.494,0.999032,0.170718,3,11,0,2.04174,1.23788
-1.78038,0.833109,0.170718,2,6,1,3.23269,1.50622
-1.74799,0.999996,0.170718,2,3,0,1.79622,1.4763
-1.79999,0.999911,0.170718,3,7,0,1.94042,1.5243
-1.62026,0.999976,0.170718,2,5,0,1.8771,1.35731
-1.4039,0.99995,0.170718,2,7,0,1.75852,1.1513
-1.41386,0.999989,0.170718,1,1,0,1.41396,1.16094
-1.21429,0.833287,0.170718,2,6,1,2.17223,0.964127
-1.20867,0.999996,0.170718,2,3,0,1.22275,0.958444
-1.1681,0.999983,0.170718,1,3,0,1.22864,0.917193
-1.47237,0.999496,0.170718,2,7,0,1.56619,1.21721
-1.27628,0.909089,0.170718,3,11,1,1.49015,1.0262
-1.63976,0.999498,0.170718,2,7,0,1.78403,1.37558
-1.67352,0.999981,0.170718,2,3,0,1.67509,1.40712
-2.56766,0.999443,0.170718,3,9,0,2.77904,2.213
-2.39349,1,0.170718,3,7,0,2.57128,2.05926
-2.05882,0.999988,0.170718,2,7,0,2.47746,1.76014
-1.85942,0.999957,0.170718,3,11,0,2.68917,1.57888
-1.41625,0.999944,0.170718,3,11,0,2.08923,1.16324
-0.866736,0.999978,0.170718,3,9,0,1.49067,0.586762
-0.692226,0.666667,0.170718,1,3,1,2.1583,0.335138
-0.906444,0.997136,0.170718,2,7,0,1.02358,0.634021
-1.0592,0.999445,0.170718,2,7,0,1.1498,0.803637
-1.26635,0.899851,0.170718,3,10,1,1.29719,1.01632
-1.36914,0.899891,0.170718,3,10,1,1.54704,1.11754
-2.92607,0.898743,0.170718,3,10,1,3.97816,2.5262
-4.11586,0.916565,0.170718,3,12,1,5.01883,3.54584
-4.1041,1,0.170718,2,3,0,4.12624,3.53588
-4.27398,0.999961,0.170718,2,7,0,4.65122,3.67975
-3.70939,0.999986,0.170718,3,11,0,4.59227,3.20015
-3.02579,0.923072,0.170718,3,13,1,4.24991,2.61271
-1.82685,0.999983,0.170718,3,11,0,3.24616,1.54901
-3.3314,0.999255,0.170718,4,17,0,4.22285,2.87643
-3.36112,0.999993,0.170718,2,3,0,3.38229,2.90197
-2.48489,0.928562,0.170718,3,14,1,3.7839,2.14008
-3.41208,0.916581,0.170718,3,12,1,3.61504,2.94574
-2.8647,0.928571,0.170718,3,14,1,3.50774,2.47283
-2.22675,0.999842,0.170718,3,15,0,4.30584,1.91092
-3.27042,0.999852,0.170718,3,13,0,3.57634,2.82396
-2.88495,0.928571,0.170718,3,14,1,3.38486,2.49045
-2.53039,0.999955,0.170718,2,7,0,3.25466,2.1802
-2.1788,0.857119,0.170718,2,7,1,4.51447,1.86802
-2.17455,1,0.170718,1,1,0,2.18051,1.86421
-2.59817,0.923025,0.170718,3,13,1,2.63853,2.23981
-2.60266,0.999999,0.170718,1,1,0,2.60442,2.24376
-3.48144,0.937396,0.170718,4,16,1,3.64811,3.00522
-3.17147,0.999977,0.170718,2,7,0,3.73473,2.73867
-2.87961,0.999976,0.170718,2,7,0,3.39421,2.48581
-3.45063,0.928535,0.170718,3,14,1,3.56148,2.97881
-3.44578,1,0.170718,1,1,0,3.45243,2.97465
-2.56793,0.999998,0.170718,3,9,0,3.49717,2.21324
-2.17519,0.909079,0.170718,3,11,1,3.05704,1.86478
-3.5095,0.916469,0.170718,3,12,1,3.80575,3.02926
-3.78886,0.999943,0.170718,2,7,0,3.97979,3.26792
-3.73064,0.999998,0.170718,1,3,0,3.81817,3.21828
-3.40147,0.999978,0.170718,2,7,0,4.02032,2.93663
-3.65809,0.999947,0.170718,2,7,0,3.81231,3.15636
-2.428,0.923077,0.170718,3,13,1,3.87467,2.08981
-2.4934,0.99997,0.170718,1,3,0,2.53819,2.14759
-2.15372,0.999954,0.170718,3,11,0,2.84212,1.84553
-1.70635,0.909049,0.170718,3,11,1,2.86221,1.43769
-2.33799,0.999195,0.170718,3,15,0,3.84603,2.01002
-2.65677,0.99995,0.170718,4,15,0,2.67718,2.29123
-2.61487,0.999998,0.170718,2,3,0,2.67219,2.25448
-1.86316,0.909061,0.170718,3,11,1,3.37899,1.5823
-1.81741,0.999971,0.170718,3,7,0,1.9636,1.54033
-1.21136,0.8,0.170718,2,5,1,3.37557,0.961168
-1.21963,0.999998,0.170718,3,7,0,1.21981,0.969512
-1.73874,0.999411,0.170718,3,11,0,1.86858,1.46773
-2.02217,0.888638,0.170718,3,9,1,3.37087,1.72701
-2.73107,0.999774,0.170718,3,9,0,2.74822,2.35627
-2.51517,0.999988,0.170718,2,7,0,2.83628,2.16679
-2.57676,0.999975,0.170718,1,3,0,2.61466,2.221
-2.96166,0.923048,0.170718,3,13,1,3.08005,2.5571
-2.8636,0.999988,0.170718,2,5,0,3.07712,2.47188
-3.65806,0.961126,0.170718,3,13,0,4.44624,3.15633
-3.57888,1,0.170718,4,15,0,3.68669,3.08865
-3.91076,0.999953,0.170718,2,7,0,3.9767,3.37169
-1.56766,0.999956,0.170718,3,15,0,4.8243,1.3078
-1.61236,0.999893,0.170718,3,7,0,1.75049,1.3499
